what,kind,bundleId,bundleVersion,description,time
started,bundle,org.jboss.tools.seam.pages.xml,3.1.0.v20111027-1359-H303-Final,"org.jboss.tools.seam.pages.xml",1435661123195
started,bundle,org.jboss.tools.cdi.xml,1.0.0.v20111025-1225-H178-Final,"org.jboss.tools.cdi.xml",1435661123215
started,bundle,org.jboss.tools.esb.core,1.4.0.v20111111-0222-H200-Final,"org.jboss.tools.esb.core",1435661123215
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435661125870
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435661150170
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435661166209
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435661254318
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1435661254348
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1435661262249
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1435661265789
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435661267939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435661269963
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1435661269976
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435661277693
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435661279523
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1435661279559
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435661288828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1435661290700
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1435661290730
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1435661298928
